age,college,draft_year,draft_round,draft_number,player_name,player_height,team_abbreviation
6362,23.0,Washington,2007,1,10,Spencer Hawes,215.9,PHI
6363,24.0,Arkansas,2008,2,39,Sonny Weems,198.12,TOR
6364,31.0,Kentucky,2002,1,23,Tayshaun Prince,205.74,DET
6365,25.0,UCLA,2004,2,43,Trevor Ariza,203.2,NOH
6366,23.0,Clemson,2010,1,23,Trevor Booker,203.2,WAS
6367,26.0,Jackson State,Undrafted,Undrafted,Undrafted,Trey Johnson,195.58,LAL
6368,25.0,Fresno State,2007,2,47,Dominic McGuire,205.74,CHA
6369,36.0,None,1996,1,20,Zydrunas Ilgauskas,220.98,MIA
6370,27.0,None,2003,2,42,Zaza Pachulia,210.82,ATL
6371,29.0,Michigan State,2001,1,19,Zach Randolph,205.74,MEM
6372,26.0,Virginia Tech,Undrafted,Undrafted,Undrafted,Zabian Dowdell,190.5,PHX
6373,23.0,None,2007,1,6,Yi Jianlian,213.36,WAS
6374,30.0,None,2002,1,1,Yao Ming,228.6,HOU
6375,20.0,Kansas,2010,1,12,Xavier Henry,198.12,MEM
6376,24.0,DePaul,2007,1,23,Wilson Chandler,203.2,DEN
6377,21.0,Oklahoma,2010,2,54,Willie Warren,193.04,LAC
6378,29.0,Detroit Mercy,2003,2,41,Willie Green,190.5,NOH
6379,28.0,Georgia Tech,Undrafted,Undrafted,Undrafted,Will Bynum,182.88,DET
6380,24.0,Marquette,Undrafted,Undrafted,Undrafted,Wesley Matthews,195.58,POR
6381,23.0,Syracuse,2010,1,4,Wesley Johnson,200.66,MIN
6382,23.0,North Carolina,2009,1,28,Wayne Ellington,193.04,MIN
6383,25.0,Florida State,2005,2,39,Von Wafer,195.58,BOS
6384,30.0,None,2001,1,12,Vladimir Radmanovic,208.28,GSW
6385,34.0,North Carolina,1998,1,5,Vince Carter,198.12,PHX
6386,31.0,Florida,Undrafted,Undrafted,Undrafted,Udonis Haslem,203.2,MIA
6387,28.0,None,2001,1,2,Tyson Chandler,215.9,DAL
6388,24.0,Louisiana State,2006,1,4,Tyrus Thomas,208.28,CHA
6389,21.0,Memphis,2009,1,4,Tyreke Evans,198.12,SAC
6390,25.0,North Carolina,2009,1,13,Tyler Hansbrough,205.74,IND
6391,23.0,North Carolina,2009,1,18,Ty Lawson,180.34,DEN
6392,31.0,Notre Dame,2001,1,14,Troy Murphy,210.82,BOS
6393,26.0,South Florida,2006,2,33,Solomon Jones,208.28,IND
6394,35.0,Connecticut,1996,1,5,Ray Allen,195.58,BOS
6395,23.0,Florida State,2010,2,50,Solomon Alabi,215.9,TOR
6396,27.0,Duke,2006,1,5,Shelden Williams,205.74,NYK
6397,24.0,None,2005,2,49,Andray Blatche,210.82,WAS
6398,27.0,Arizona,2004,1,9,Andre Iguodala,198.12,PHI
6399,35.0,Utah,1999,1,8,Andre Miller,187.96,POR
6400,25.0,None,2006,1,1,Andrea Bargnani,213.36,TOR
6401,30.0,None,1999,1,24,Andrei Kirilenko,205.74,UTA
6402,31.0,None,Undrafted,Undrafted,Undrafted,Andres Nocioni,200.66,PHI
6403,26.0,Utah,2005,1,1,Andrew Bogut,213.36,MIL
6404,23.0,None,2005,1,10,Andrew Bynum,213.36,LAL
6405,25.0,None,2004,1,11,Andris Biedrins,213.36,GSW
6406,24.0,Syracuse,2010,2,38,Andy Rautins,193.04,NYK
6407,35.0,North Carolina,1998,1,4,Antawn Jamison,205.74,CLE
6408,28.0,None,2004,2,30,Anderson Varejao,210.82,CLE
6409,36.0,Hawaii,Undrafted,Undrafted,Undrafted,Anthony Carter,187.96,NYK
6410,36.0,Bradley,1997,1,21,Anthony Parker,198.12,CLE
6411,21.0,Louisiana State,2008,1,14,Anthony Randolph,210.82,MIN
6412,26.0,Creighton,Undrafted,Undrafted,Undrafted,Anthony Tolliver,205.74,MIN
6413,27.0,Texas A&M,2005,1,15,Antoine Wright,200.66,SAC
6414,36.0,Bowling Green,1997,1,4,Antonio Daniels,193.04,PHI
6415,36.0,Alabama,1995,1,2,Antonio McDyess,205.74,SAS
6416,22.0,Nevada,2010,2,34,Armon Johnson,190.5,POR
6417,25.0,UCLA,2007,1,27,Arron Afflalo,195.58,DEN
6418,23.0,Gonzaga,2009,1,15,Austin Daye,210.82,DET
6419,20.0,Texas,2010,1,19,Avery Bradley,187.96,BOS
6420,32.0,UCLA,1999,1,3,Baron Davis,190.5,CLE
6421,25.0,Georgia Tech,Undrafted,Undrafted,Undrafted,Anthony Morrow,195.58,NJN
6422,24.0,None,2005,2,56,Amir Johnson,205.74,TOR
6423,28.0,None,2002,1,9,Amar'e Stoudemire,208.28,NYK
6424,24.0,Alabama,Undrafted,Undrafted,Undrafted,Alonzo Gee,198.12,CLE
6425,25.0,Memphis,2006,1,17,Shawne Williams,205.74,NYK
6426,33.0,Nevada-Las Vegas,1999,1,9,Shawn Marion,200.66,DAL
6427,25.0,None,2004,1,4,Shaun Livingston,200.66,CHA
6428,39.0,Louisiana State,1992,1,1,Shaquille O'Neal,215.9,BOS
6429,25.0,Michigan State,2006,1,25,Shannon Brown,193.04,LAL
6430,32.0,Duke,2001,1,6,Shane Battier,203.2,MEM
6431,21.0,None,2008,1,24,Serge Ibaka,208.28,OKC
6432,24.0,None,2008,2,60,Semih Erden,210.82,CLE
6433,26.0,None,2004,1,13,Sebastian Telfair,182.88,MIN
6434,35.0,California,1998,2,44,Sean Marks,208.28,POR
6435,27.0,None,2004,1,27,Sasha Vujacic,200.66,NJN
6436,27.0,None,2003,1,19,Sasha Pavlovic,200.66,BOS
6437,31.0,Seton Hall,2001,1,26,Samuel Dalembert,210.82,SAC
6438,22.0,Louisville,Undrafted,Undrafted,Undrafted,Samardo Samuels,205.74,CLE
6439,26.0,Pittsburgh,2009,2,36,Sam Young,198.12,MEM
6440,24.0,Connecticut,2009,2,52,AJ Price,187.96,IND
6441,26.0,Oregon,2007,1,26,Aaron Brooks,182.88,PHX
6442,26.0,Pittsburgh,2007,2,49,Aaron Gray,213.36,NOH
6443,26.0,Texas A&M,2007,1,11,Acie Law,190.5,GSW
6444,31.0,None,1998,1,25,Al Harrington,205.74,DEN
6445,25.0,Florida,2007,1,3,Al Horford,208.28,ATL
6446,26.0,None,2004,1,15,Al Jefferson,208.28,UTA
6447,27.0,Florida State,2007,1,14,Al Thornton,203.2,GSW
6448,20.0,Wake Forest,2010,1,8,Al-Farouq Aminu,205.74,LAC
6449,23.0,None,2008,1,20,Alexis Ajinca,218.44,TOR
6450,24.0,Kansas,Undrafted,Undrafted,Undrafted,Sherron Collins,180.34,CHA
6451,32.0,La Salle,2002,2,52,Rasual Butler,200.66,CHI
6452,31.0,North Carolina,2001,1,20,Brendan Haywood,213.36,DAL
6453,27.0,Villanova,2006,1,7,Randy Foye,193.04,LAC
6454,21.0,UCLA,2009,1,17,Jrue Holiday,193.04,PHI
6455,24.0,Kansas,2007,1,13,Julian Wright,203.2,TOR
6456,38.0,Michigan,1994,1,5,Juwan Howard,205.74,MIA
6457,31.0,Kentucky,2003,2,43,Keith Bogans,195.58,CHI
6458,26.0,None,2003,1,27,Kendrick Perkins,208.28,OKC
6459,33.0,Cincinnati,2000,1,1,Kenyon Martin,205.74,DEN
6460,22.0,Texas,2007,1,2,Kevin Durant,205.74,OKC
6461,35.0,None,1995,1,5,Kevin Garnett,210.82,BOS
6462,22.0,UCLA,2008,1,5,Kevin Love,208.28,MIN
6463,28.0,Western Carolina,2004,1,26,Kevin Martin,200.66,HOU
6464,21.0,Le Moyne,2010,1,17,Kevin Seraphin,205.74,WAS
6465,31.0,Missouri,2000,1,10,Keyon Dooling,190.5,MIL
6466,25.0,None,2004,1,17,Josh Smith,205.74,ATL
6467,30.0,Kansas,2003,1,7,Kirk Hinrich,193.04,ATL
6468,22.0,Ohio State,2008,1,23,Kosta Koufos,213.36,DEN
6469,26.0,Minnesota,2004,1,14,Kris Humphries,205.74,NJN
6470,38.0,Texas Christian,1995,1,10,Kurt Thomas,205.74,CHI
6471,29.0,None,2001,1,1,Kwame Brown,210.82,CHA
6472,30.0,Creighton,2003,2,51,Kyle Korver,200.66,CHI
6473,25.0,Villanova,2006,1,24,Kyle Lowry,182.88,HOU
6474,25.0,Washington State,2008,2,38,Kyle Weaver,198.12,UTA
6475,24.0,None,2007,2,38,Kyrylo Fesenko,215.9,UTA
6476,25.0,Texas,2006,1,2,LaMarcus Aldridge,210.82,POR
6477,31.0,Rhode Island,1999,1,4,Lamar Odom,208.28,LAL
6478,20.0,Cincinnati,2010,2,40,Lance Stephenson,195.58,IND
6479,23.0,Stanford,2010,2,39,Landry Fields,200.66,NYK
6480,32.0,None,1996,1,13,Kobe Bryant,198.12,LAL
6481,28.0,North Carolina State,Undrafted,Undrafted,Undrafted,Josh Powell,205.74,ATL
6482,24.0,Duke,2007,2,37,Josh McRoberts,208.28,IND
6483,31.0,Wake Forest,2003,1,29,Josh Howard,200.66,WAS
6484,34.0,Texas State,1999,1,21,Jeff Foster,210.82,IND
6485,24.0,Georgetown,2007,1,5,Jeff Green,205.74,BOS
6486,23.0,Wake Forest,2009,1,19,Jeff Teague,187.96,ATL
6487,23.0,Western Kentucky,2010,2,55,Jeremy Evans,205.74,UTA
6488,22.0,Harvard,Undrafted,Undrafted,Undrafted,Jeremy Lin,190.5,GSW
6489,32.0,None,1996,1,17,Jermaine O'Neal,210.82,BOS
6490,36.0,North Carolina,1995,1,3,Jerry Stackhouse,198.12,MIA
6491,22.0,Arizona,2008,1,11,Jerryd Bayless,190.5,TOR
6492,26.0,Florida,2007,1,9,Joakim Noah,210.82,CHI
6493,23.0,Kentucky,2009,2,41,Jodie Meeks,193.04,PHI
6494,30.0,Arkansas,2001,1,10,Joe Johnson,200.66,ATL
6495,35.0,Maryland,1995,1,1,Joe Smith,208.28,LAL
6496,28.0,Nevada-Las Vegas,Undrafted,Undrafted,Undrafted,Joel Anthony,205.74,MIA
6497,31.0,Minnesota,2000,1,9,Joel Przybilla,215.9,CHA
6498,27.0,Memphis,2008,2,33,Joey Dorsey,203.2,TOR
6499,29.0,Oklahoma State,2005,1,16,Joey Graham,200.66,CLE
6500,25.0,None,2005,1,25,Johan Petro,213.36,NJN
6501,28.0,Oklahoma State,Undrafted,Undrafted,Undrafted,John Lucas III,180.34,CHI
6502,31.0,Miami (FL),2002,1,26,John Salmons,198.12,MIL
6503,20.0,Kentucky,2010,1,1,John Wall,193.04,WAS
6504,24.0,Washington,2009,2,38,Jon Brockman,200.66,MIL
6505,22.0,Syracuse,2009,1,6,Jonny Flynn,182.88,MIN
6506,22.0,Xavier,2010,1,27,Jordan Crawford,193.04,WAS
6507,24.0,UCLA,2006,1,26,Jordan Farmar,187.96,NJN
6508,23.0,Arizona,2009,1,8,Jordan Hill,208.28,HOU
6509,29.0,None,Undrafted,Undrafted,Undrafted,Jose Calderon,190.5,TOR
6510,28.0,Stanford,2004,1,6,Josh Childress,203.2,PHX
6511,28.0,Oral Roberts,Undrafted,Undrafted,Undrafted,Larry Owens,200.66,WAS
6512,22.0,Virginia Commonwealth,2010,1,15,Larry Sanders,210.82,MIL
6513,24.0,Marquette,2010,1,30,Lazar Hayward,198.12,MIN
6514,26.0,None,2003,1,1,LeBron James,203.2,MIA
6515,31.0,Florida,2003,2,45,Matt Bonner,208.28,SAS
6516,30.0,Notre Dame,Undrafted,Undrafted,Undrafted,Matt Carroll,198.12,CHA
6517,27.0,Michigan State,2006,1,28,Maurice Ager,195.58,MIN
6518,32.0,Texas,Undrafted,Undrafted,Undrafted,Maurice Evans,195.58,WAS
6519,32.0,None,2001,2,37,Mehmet Okur,210.82,UTA
6520,33.0,Fresno State,2002,1,12,Melvin Ely,208.28,DEN
6521,31.0,St. John's (NY),1999,1,16,Metta World Peace,200.66,LAL
6522,22.0,Kansas State,2008,1,2,Michael Beasley,208.28,MIN
6523,31.0,Ohio State,2000,2,43,Michael Redd,198.12,MIL
6524,29.0,None,2003,1,11,Mickael Pietrus,198.12,PHX
6525,33.0,Arizona,1998,1,2,Mike Bibby,187.96,MIA
6526,23.0,Ohio State,2007,1,4,Mike Conley,185.42,MEM
6527,30.0,Duke,2002,1,3,Mike Dunleavy,205.74,IND
6528,28.0,Rice,Undrafted,Undrafted,Undrafted,Mike Harris,198.12,HOU
6529,31.0,Florida,2000,1,5,Mike Miller,203.2,MIA
6530,28.0,Alabama,2003,2,47,Mo Williams,185.42,LAC
6531,25.0,None,2005,2,40,Monta Ellis,190.5,GSW
6532,33.0,Michigan State,2000,1,21,Morris Peterson,200.66,OKC
6533,26.0,Arizona,Undrafted,Undrafted,Undrafted,Mustafa Shakur,193.04,WAS
6534,27.0,Washington,2005,1,21,Nate Robinson,175.26,OKC
6535,33.0,Kentucky,1998,1,29,Nazr Mohammed,208.28,OKC
6536,27.0,None,2002,1,24,Nenad Krstic,213.36,BOS
6537,28.0,None,2002,1,7,Nene,210.82,DEN
6538,30.0,Kansas,2003,1,12,Nick Collison,208.28,OKC
6539,26.0,Southern California,2007,1,16,Nick Young,200.66,WAS
6540,22.0,None,2008,1,25,Nicolas Batum,203.2,POR
6541,31.0,None,1998,2,32,Rashard Lewis,208.28,WAS
6542,31.0,UCLA,2002,2,45,Matt Barnes,200.66,LAL
6543,25.0,Connecticut,Undrafted,Undrafted,Undrafted,Jeff Adrien,201.0,GSW
6544,25.0,North Carolina,2005,1,2,Marvin Williams,205.74,ATL
6545,23.0,Florida,2008,1,16,Marreese Speights,208.28,PHI
6546,28.0,None,2003,1,28,Leandro Barbosa,190.5,TOR
6547,27.0,California,2006,2,49,Leon Powe,203.2,MEM
6548,26.0,Tennessee-Martin,2009,2,58,Lester Hudson,190.5,WAS
6549,26.0,Missouri,2005,1,27,Linas Kleiza,203.2,TOR
6550,28.0,Nevada-Las Vegas,Undrafted,Undrafted,Undrafted,Lou Amundson,205.74,GSW
6551,24.0,None,2005,2,45,Lou Williams,185.42,PHI
6552,24.0,UCLA,2008,2,37,Luc Mbah a Moute,203.2,MIL
6553,31.0,None,2002,2,55,Luis Scola,205.74,HOU
6554,22.0,Nevada,2010,1,16,Luke Babbitt,205.74,POR
6555,23.0,Notre Dame,2010,2,52,Luke Harangody,200.66,CLE
6556,30.0,Oregon,2003,1,14,Luke Ridnour,187.96,MIN
6557,31.0,Arizona,2003,2,32,Luke Walton,203.2,LAL
6558,26.0,Duke,2004,1,7,Luol Deng,205.74,CHI
6559,28.0,Illinois,2005,1,24,Luther Head,190.5,SAC
6560,33.0,Villanova,Undrafted,Undrafted,Undrafted,Malik Allen,208.28,ORL
6561,21.0,Michigan,Undrafted,Undrafted,Undrafted,Manny Harris,195.58,CLE
6562,33.0,None,1999,2,57,Manu Ginobili,198.12,SAS
6563,26.0,None,2007,2,48,Marc Gasol,215.9,MEM
6564,27.0,None,2005,2,57,Marcin Gortat,210.82,PHX
6565,25.0,None,2007,1,18,Marco Belinelli,195.58,NOH
6566,29.0,Nevada-Las Vegas,2003,1,13,Marcus Banks,187.96,TOR
6567,37.0,Massachusetts,1996,1,2,Marcus Camby,210.82,POR
6568,24.0,Houston,Undrafted,Undrafted,Undrafted,Marcus Cousin,210.82,UTA
6569,24.0,Louisiana State,2009,2,43,Marcus Thornton,193.04,SAC
6570,25.0,Kansas,2008,2,34,Mario Chalmers,187.96,MIA
6571,27.0,Georgia Tech,Undrafted,Undrafted,Undrafted,Mario West,195.58,NJN
6572,30.0,Auburn,Undrafted,Undrafted,Undrafted,Marquis Daniels,198.12,BOS
6573,24.0,None,2005,1,6,Martell Webster,200.66,MIN
6574,28.0,North Carolina,Undrafted,Undrafted,Undrafted,Jawad Williams,205.74,CLE
6575,24.0,Central Florida,2009,2,32,Jermaine Taylor,193.04,SAC
6576,24.0,Rider,2008,1,12,Jason Thompson,210.82,SAC
6577,32.0,UCLA,2001,2,39,Earl Watson,185.42,UTA
6578,22.0,North Carolina,2010,1,13,Ed Davis,208.28,TOR
6579,33.0,Arizona State,2000,2,37,Eddie House,185.42,MIA
6580,34.0,Oklahoma,2000,2,38,Eduardo Najera,203.2,CHA
6581,24.0,Baylor,2010,1,6,Ekpe Udoh,208.28,GSW
6582,32.0,Duke,1999,1,1,Elton Brand,205.74,PHI
6583,28.0,Connecticut,2004,1,2,Emeka Okafor,208.28,NOH
6584,21.0,Kentucky,2010,1,18,Eric Bledsoe,185.42,LAC
6585,22.0,Indiana,2008,1,7,Eric Gordon,190.5,LAC
6586,24.0,Virginia Commonwealth,2009,1,20,Eric Maynor,190.5,OKC
6587,35.0,Mississippi State,1996,1,10,Erick Dampier,210.82,MIA
6588,24.0,None,2005,2,36,Ersan Ilyasova,208.28,MIL
6589,33.0,Syracuse,2000,1,12,Etan Thomas,208.28,ATL
6590,22.0,Ohio State,2010,1,2,Evan Turner,200.66,PHI
6591,36.0,None,Undrafted,Undrafted,Undrafted,Fabricio Oberto,208.28,POR
6592,35.0,California,1999,2,41,Francisco Elson,213.36,UTA
6593,29.0,Louisville,2005,1,23,Francisco Garcia,200.66,SAC
6594,22.0,Georgia Tech,2010,2,46,Gani Lawal,205.74,PHX
6595,24.0,Augusta State,Undrafted,Undrafted,Undrafted,Garret Siler,210.82,PHX
6596,25.0,Louisiana State,Undrafted,Undrafted,Undrafted,Garrett Temple,198.12,CHA
6597,26.0,Massachusetts,Undrafted,Undrafted,Undrafted,Gary Forbes,200.66,DEN
6598,26.0,Towson,Undrafted,Undrafted,Undrafted,Gary Neal,193.04,SAS
6599,35.0,Florida,1998,1,7,Jason Williams,185.42,MEM
6600,23.0,Duke,2009,1,12,Gerald Henderson,193.04,CHA
6601,28.0,Alabama,2001,1,25,Gerald Wallace,200.66,POR
6602,29.0,Arizona,2001,2,30,Gilbert Arenas,193.04,ORL
6603,25.0,Louisiana State,2007,2,35,Glen Davis,205.74,BOS
6604,23.0,Louisville,2009,1,14,Earl Clark,208.28,ORL
6605,25.0,None,2008,2,45,Goran Dragic,190.5,HOU
6606,35.0,Eastern Michigan,Undrafted,Undrafted,Undrafted,Earl Boykins,165.1,MIL
6607,29.0,Marquette,2003,1,5,Dwyane Wade,193.04,MIA
6608,25.0,Nevada,2007,2,56,Ramon Sessions,190.5,CLE
6609,25.0,Kentucky,2006,1,21,Rajon Rondo,185.42,BOS
6610,34.0,Florida International,Undrafted,Undrafted,Undrafted,Raja Bell,195.58,UTA
6611,30.0,Southern Methodist,Undrafted,Undrafted,Undrafted,Quinton Ross,198.12,NJN
6612,23.0,Washington,2010,1,26,Quincy Pondexter,198.12,NOH
6613,31.0,DePaul,2000,1,18,Quentin Richardson,198.12,ORL
6614,27.0,George Washington,Undrafted,Undrafted,Undrafted,Pops Mensah-Bonsu,205.74,NOH
6615,27.0,Portland,Undrafted,Undrafted,Undrafted,Pooh Jeter,180.34,SAC
6616,34.0,None,1996,1,14,Peja Stojakovic,208.28,DAL
6617,33.0,Kansas,1998,1,10,Paul Pierce,200.66,BOS
6618,26.0,Louisiana Tech,2006,2,47,Paul Millsap,203.2,UTA
6619,21.0,Fresno State,2010,1,10,Paul George,203.2,IND
6620,30.0,None,2001,1,3,Pau Gasol,213.36,LAL
6621,22.0,Saint Mary's (CA),2009,2,55,Patty Mills,182.88,POR
6622,22.0,Kentucky,2010,1,14,Patrick Patterson,205.74,HOU
6623,27.0,Georgetown,2008,2,43,Patrick Ewing,203.2,NOH
6624,23.0,None,2010,2,53,Pape Sy,200.66,ATL
6625,25.0,Robert Morris (IL),Undrafted,Undrafted,Undrafted,Othyus Jeffers,195.58,WAS
6626,29.0,Louisiana-Lafayette,2005,2,53,Orien Greene,193.04,NJN
6627,23.0,None,2009,1,23,Omri Casspi,205.74,SAC
6628,24.0,None,2008,2,36,Omer Asik,213.36,CHI
6629,23.0,Southern California,2008,1,3,O.J. Mayo,193.04,MEM
6630,25.0,None,2008,2,31,Nikola Pekovic,210.82,MIN
6631,23.0,Syracuse,2008,1,28,Donte Greene,210.82,SAC
6632,25.0,None,2004,1,19,Dorell Wright,205.74,GSW
6633,29.0,Kansas,2002,1,4,Drew Gooden,208.28,MIL
6634,25.0,None,2004,1,1,Dwight Howard,210.82,ORL
6635,29.0,Memphis,Undrafted,Undrafted,Undrafted,Earl Barron,213.36,POR
6636,21.0,Butler,2010,1,9,Gordon Hayward,203.2,UTA
6637,25.0,Indiana Purdue-Indianapolis,2008,1,26,George Hill,187.96,SAS
6638,21.0,Georgetown,2010,1,7,Greg Monroe,210.82,DET
6639,31.0,Meridian Community College,Undrafted,Undrafted,Undrafted,Jamario Moon,203.2,LAC
6640,29.0,Saint Joseph's,2004,1,20,Jameer Nelson,182.88,ORL
6641,22.0,Oklahoma State,2010,1,20,James Anderson,198.12,SAS
6642,21.0,Arizona State,2009,1,3,James Harden,195.58,OKC
6643,28.0,Cincinnati,2005,1,26,Jason Maxiell,200.66,DET
6644,30.0,Miami (FL),2003,2,49,James Jones,203.2,MIA
6645,34.0,Xavier,1999,1,18,James Posey,203.2,IND
6646,31.0,Michigan,2000,1,8,Jamal Crawford,195.58,ATL
6647,25.0,Boston College,2007,1,22,Jared Dudley,200.66,PHX
6648,27.0,Georgia Tech,2005,1,22,Jarrett Jack,190.5,NOH
6649,32.0,Stanford,2001,2,52,Jarron Collins,210.82,POR
6650,32.0,Stanford,2001,1,18,Jason Collins,213.36,ATL
6651,30.0,UCLA,2003,2,31,Jason Kapono,203.2,PHI
6652,38.0,Duke,1994,1,3,Grant Hill,203.2,PHX
6653,25.0,Colorado State,2007,1,20,Jason Smith,213.36,NOH
6654,30.0,Michigan State,2001,1,5,Jason Richardson,198.12,ORL
6655,29.0,Indiana,2002,1,11,Jared Jeffries,210.82,NYK
6656,33.0,Kentucky,2000,1,19,Jamaal Magloire,210.82,MIA
6657,24.0,Wake Forest,2009,1,16,James Johnson,205.74,TOR
6658,25.0,None,2004,1,18,JR Smith,198.12,DEN
6659,24.0,Maryland,2010,1,28,Greivis Vasquez,198.12,MEM
6660,28.0,Syracuse,2005,1,19,Hakim Warrick,205.74,PHX
6661,24.0,Rutgers,2010,2,56,Hamady Ndiaye,213.36,WAS
6662,23.0,Nevada,2008,1,18,JaVale McGee,213.36,WAS
6663,26.0,None,Undrafted,Undrafted,Undrafted,Hamed Haddadi,218.44,MEM
6664,24.0,Connecticut,2009,1,2,Hasheem Thabeet,220.98,HOU
6665,22.0,Marshall,2010,2,33,Hassan Whiteside,213.36,SAC
6666,32.0,None,2000,1,16,Hedo Turkoglu,208.28,ORL
6667,23.0,Kansas State,2008,2,47,Henry Walker,198.12,NYK
6668,38.0,California,1994,1,2,Jason Kidd,193.04,DAL
6669,24.0,None,2005,1,28,Ian Mahinmi,210.82,DAL
6670,27.0,Arizona State,2005,1,9,Ike Diogu,205.74,LAC
6671,33.0,Portland State,Undrafted,Undrafted,Undrafted,Ime Udoka,195.58,SAS
6672,22.0,Wake Forest,Undrafted,Undrafted,Undrafted,Ish Smith,182.88,MEM
6673,33.0,Arizona,1999,1,10,Jason Terry,187.96,DAL
6674,27.0,Northeastern,Undrafted,Undrafted,Undrafted,J.J. Barea,182.88,DAL
6675,22.0,North Carolina State,2008,1,19,JJ Hickson,205.74,CLE
6676,27.0,Duke,2006,1,11,JJ Redick,193.04,ORL
6677,26.0,Connecticut,2006,1,12,Hilton Armstrong,210.82,ATL
6678,29.0,Syracuse,2005,1,19,Hakim Warrick,205.74,PHX
6679,27.0,None,Undrafted,Undrafted,Undrafted,Gustavo Ayon,208.28,NOH
6680,25.0,Maryland,2010,1,28,Greivis Vasquez,198.12,NOH
6681,26.0,Wisconsin,Undrafted,Undrafted,Undrafted,Greg Stiemsma,210.82,BOS
6682,21.0,Fresno State,Undrafted,Undrafted,Undrafted,Greg Smith,208.28,HOU
6683,22.0,Butler,2010,1,9,Gordon Hayward,203.2,UTA
6684,39.0,Duke,1994,1,3,Grant Hill,203.2,PHX
6685,26.0,None,2008,2,45,Goran Dragic,190.5,HOU
6686,26.0,Louisiana State,2007,2,35,Glen Davis,205.74,ORL
6687,30.0,Arizona,2001,2,30,Gilbert Arenas,193.04,MEM
6688,29.0,Alabama,2001,1,25,Gerald Wallace,200.66,NJN
6689,26.0,None,2005,1,18,Gerald Green,203.2,NJN
6690,22.0,Georgetown,2010,1,7,Greg Monroe,210.82,DET
6691,24.0,Duke,2009,1,12,Gerald Henderson,195.58,CHA
6692,24.0,Nevada,2008,1,18,JaVale McGee,213.36,DEN
6693,26.0,Indiana Purdue-Indianapolis,2008,1,26,George Hill,187.96,IND
6694,25.0,Rutgers,2010,2,56,Hamady Ndiaye,213.36,WAS
6695,34.0,Iowa State,2001,1,27,Jamaal Tinsley,190.5,UTA
6696,34.0,Kentucky,2000,1,19,Jamaal Magloire,210.82,TOR
6697,23.0,Purdue,2011,1,27,JaJuan Johnson,208.28,BOS
6698,26.0,None,2004,1,18,JR Smith,198.12,NYK
6699,28.0,Duke,2006,1,11,JJ Redick,193.04,ORL
6700,23.0,North Carolina State,2008,1,19,JJ Hickson,205.74,POR
6701,28.0,Northeastern,Undrafted,Undrafted,Undrafted,J.J. Barea,182.88,MIN
6702,27.0,None,Undrafted,Undrafted,Undrafted,Hamed Haddadi,218.44,MEM
6703,28.0,Cal State-San Bernardino,Undrafted,Undrafted,Undrafted,Ivan Johnson,203.2,ATL
6704,23.0,Washington,2011,2,60,Isaiah Thomas,175.26,SAC
6705,22.0,Georgia Tech,2011,1,17,Iman Shumpert,195.58,NYK
6706,28.0,Arizona State,2005,1,9,Ike Diogu,205.74,SAS
6707,25.0,None,2005,1,28,Ian Mahinmi,210.82,DAL
6708,24.0,Kansas State,2008,2,47,Henry Walker,198.12,NYK
6709,33.0,None,2000,1,16,Hedo Turkoglu,208.28,ORL
6710,23.0,Marshall,2010,2,33,Hassan Whiteside,213.36,SAC
6711,25.0,Connecticut,2009,1,2,Hasheem Thabeet,220.98,POR
6712,23.0,Wake Forest,Undrafted,Undrafted,Undrafted,Ish Smith,182.88,ORL
6713,27.0,Towson,Undrafted,Undrafted,Undrafted,Gary Neal,193.04,SAS
6714,25.0,Missouri,2009,1,27,DeMarre Carroll,203.2,UTA
6715,30.0,Louisville,2005,1,23,Francisco Garcia,200.66,SAC
6716,28.0,Purdue,2007,2,31,Carl Landry,205.74,NOH
6717,25.0,None,2005,2,34,CJ Miles,198.12,UTA
6718,28.0,Tennessee,Undrafted,Undrafted,Undrafted,C.J. Watson,187.96,CHI
6719,23.0,Ohio State,2009,1,24,Byron Mullens,213.36,CHA
6720,24.0,Stanford,2008,1,10,Brook Lopez,213.36,NJN
6721,36.0,Baylor,1998,1,22,Brian Skinner,205.74,MEM
6722,34.0,Southern California,2001,2,34,Brian Scalabrine,205.74,CHI
6723,29.0,Alabama-Birmingham,Undrafted,Undrafted,Undrafted,Carldell Johnson,177.8,NOH
6724,31.0,Illinois,2003,1,24,Brian Cook,205.74,WAS
6725,32.0,North Carolina,2001,1,20,Brendan Haywood,213.36,DAL
6726,26.0,Kansas,2008,1,13,Brandon Rush,198.12,GSW
6727,20.0,Kentucky,2011,1,8,Brandon Knight,190.5,DET
6728,22.0,None,2009,1,10,Brandon Jennings,185.42,MIL
6729,27.0,Louisiana State,2005,2,33,Brandon Bass,203.2,BOS
6730,24.0,North Carolina,2007,1,8,Brandan Wright,208.28,DAL
6731,36.0,Purdue,Undrafted,Undrafted,Undrafted,Brad Miller,213.36,MIN
6732,35.0,Purdue,2000,2,44,Brian Cardinal,203.2,DAL
6733,30.0,Duke,2002,2,34,Carlos Boozer,205.74,CHI
6734,29.0,None,2003,1,25,Carlos Delfino,198.12,MIL
6735,28.0,Syracuse,2003,1,3,Carmelo Anthony,203.2,NYK
6736,23.0,Dayton,Undrafted,Undrafted,Undrafted,Chris Wright,203.2,GSW
6737,29.0,Maryland,2002,1,8,Chris Wilcox,208.28,BOS
