player_name,team_abbreviation,points,rebounds,assists,net_rating,season
6130,Marquis Daniels,BOS,5.6,1.9,1.3,3.9,2009-10
6131,Marcus Landry,BOS,2.4,1.1,0.0,0.8,2009-10
6132,Malik Allen,DEN,2.1,1.6,0.3,-12.9,2009-10
6133,Luther Head,IND,7.6,1.7,1.5,0.9,2009-10
6134,Luol Deng,CHI,17.6,7.3,2.0,0.9,2009-10
6135,Kyrylo Fesenko,UTA,2.6,1.8,0.3,9.9,2009-10
6136,LaMarcus Aldridge,POR,17.9,8.0,2.1,4.8,2009-10
6137,Lamar Odom,LAL,10.8,9.8,3.3,6.1,2009-10
6138,Larry Hughes,CHA,9.1,3.2,3.0,-3.3,2009-10
6139,LeBron James,CLE,29.7,7.3,8.6,10.8,2009-10
6140,Leandro Barbosa,PHX,9.5,1.6,1.5,8.0,2009-10
6141,Leon Powe,CLE,4.0,3.1,0.0,-1.1,2009-10
6142,Lester Hudson,MEM,2.3,0.7,0.5,2.5,2009-10
6143,Lindsey Hunter,CHI,1.0,1.1,0.7,-8.5,2009-10
6144,Lou Amundson,PHX,4.7,4.4,0.4,5.1,2009-10
6145,Lou Williams,PHI,14.0,2.9,4.2,-2.1,2009-10
6146,Luc Mbah a Moute,MIL,6.2,5.5,1.1,1.4,2009-10
6147,Luis Scola,HOU,16.2,8.6,2.1,-2.6,2009-10
6148,Luke Ridnour,MIL,10.4,1.7,4.0,-1.3,2009-10
6149,Luke Walton,LAL,2.4,1.3,1.4,-8.5,2009-10
6150,John Salmons,MIL,15.4,3.3,2.8,2.5,2009-10
6151,Martell Webster,POR,9.4,3.3,0.8,2.5,2009-10
6152,Johan Petro,DEN,3.4,3.6,0.4,0.5,2009-10
6153,Joey Dorsey,SAC,1.5,2.9,0.1,14.9,2009-10
6154,Ian Mahinmi,SAS,3.9,2.0,0.1,-1.6,2009-10
6155,Ime Udoka,SAC,3.6,2.8,0.8,-0.8,2009-10
6156,J.J. Barea,DAL,7.6,1.9,3.3,-1.0,2009-10
6157,J.R. Giddens,NYK,2.2,1.6,0.4,-8.8,2009-10
6158,JJ Hickson,CLE,8.5,4.9,0.5,2.6,2009-10
6159,JJ Redick,ORL,9.6,1.9,1.9,6.1,2009-10
6160,Hilton Armstrong,HOU,2.2,2.5,0.6,-4.7,2009-10
6161,JR Smith,DEN,15.4,3.1,2.4,5.7,2009-10
6162,Jamaal Magloire,MIA,2.1,3.4,0.0,-0.6,2009-10
6163,Jamaal Tinsley,MEM,3.5,1.7,2.8,-2.0,2009-10
6164,Jamal Crawford,ATL,18.0,2.5,3.0,4.4,2009-10
6165,Jamario Moon,CLE,4.9,3.1,0.8,7.5,2009-10
6166,Jameer Nelson,ORL,12.6,3.0,5.4,10.3,2009-10
6167,James Harden,OKC,9.9,3.2,1.8,5.9,2009-10
6168,JaVale McGee,WAS,6.4,4.1,0.2,-8.2,2009-10
6169,James Johnson,CHI,3.9,2.0,0.7,-9.3,2009-10
6170,Henry Walker,NYK,9.4,2.5,1.1,0.5,2009-10
6171,Hasheem Thabeet,MEM,3.1,3.6,0.2,-5.9,2009-10
6172,Flip Murray,CHI,9.9,2.4,1.8,0.2,2009-10
6173,Francisco Elson,PHI,1.0,1.2,0.2,-2.4,2009-10
6174,Francisco Garcia,SAC,8.1,2.6,1.8,-3.7,2009-10
6175,Garrett Temple,SAS,5.0,1.1,0.8,0.5,2009-10
6176,George Hill,SAS,12.4,2.6,2.9,4.6,2009-10
6177,Gerald Henderson,CHA,2.6,1.3,0.3,0.2,2009-10
6178,Hedo Turkoglu,TOR,11.3,4.6,4.1,-3.4,2009-10
6179,Gerald Wallace,CHA,18.2,10.0,2.1,1.6,2009-10
6180,Glen Davis,BOS,6.3,3.8,0.6,-4.0,2009-10
6181,Goran Dragic,PHX,7.9,2.1,3.0,4.6,2009-10
6182,Grant Hill,PHX,11.3,5.5,2.4,4.0,2009-10
6183,Greg Oden,POR,11.1,8.5,0.9,8.9,2009-10
6184,Hakim Warrick,CHI,9.6,4.1,0.7,-6.4,2009-10
6185,Hamed Haddadi,MEM,1.7,2.1,0.3,-13.1,2009-10
6186,Gilbert Arenas,WAS,22.6,4.2,7.2,-4.6,2009-10
6187,James Jones,MIA,4.1,1.3,0.5,-0.4,2009-10
6188,James Posey,NOH,5.2,4.3,1.5,-2.1,2009-10
6189,James Singleton,WAS,4.5,4.8,0.5,-8.5,2009-10
6190,Jeff Foster,IND,3.1,5.1,1.3,-1.3,2009-10
6191,Jeff Green,OKC,15.1,6.0,1.6,2.0,2009-10
6192,Jeff Teague,ATL,3.2,0.9,1.7,-2.0,2009-10
6193,Jermaine O'Neal,MIA,13.6,6.9,1.3,5.1,2009-10
6194,Jermaine Taylor,HOU,4.1,1.5,0.5,-20.7,2009-10
6195,Jerry Stackhouse,MIL,8.5,2.4,1.7,1.3,2009-10
6196,Jeff Ayres,POR,2.7,2.5,0.0,-6.9,2009-10
6197,Jerryd Bayless,POR,8.5,1.6,2.3,1.1,2009-10
6198,Jodie Meeks,PHI,4.7,1.7,0.7,-3.1,2009-10
6199,Joe Alexander,CHI,0.5,0.6,0.3,-24.5,2009-10
6200,Joe Johnson,ATL,21.3,4.6,4.9,6.0,2009-10
6201,Joe Smith,ATL,3.0,2.5,0.3,-1.6,2009-10
6202,Joel Anthony,MIA,2.7,3.1,0.2,2.8,2009-10
6203,Joel Przybilla,POR,4.1,7.9,0.3,2.9,2009-10
6204,Joakim Noah,CHI,10.7,11.0,2.1,-1.3,2009-10
6205,Jawad Williams,CLE,4.1,1.5,0.6,-0.9,2009-10
6206,Jason Williams,ORL,6.0,1.5,3.6,8.2,2009-10
6207,Jason Thompson,SAC,12.5,8.5,1.7,-5.4,2009-10
6208,JamesOn Curry,LAC,0.0,0.0,0.0,0.0,2009-10
6209,Jannero Pargo,CHI,5.5,1.2,1.4,-5.1,2009-10
6210,Jared Dudley,PHX,8.2,3.4,1.4,6.5,2009-10
6211,Jared Jeffries,HOU,5.3,4.1,1.4,-1.0,2009-10
6212,Jarrett Jack,TOR,11.4,2.7,5.0,-1.6,2009-10
6213,Jarron Collins,PHX,1.0,1.8,0.2,-0.6,2009-10
6214,Jarvis Hayes,NJN,7.8,2.4,0.9,-7.6,2009-10
6215,Jason Collins,ATL,0.7,0.6,0.2,-11.0,2009-10
6216,Jason Hart,NOH,0.4,0.4,1.2,15.8,2009-10
6217,Jason Kapono,PHI,5.7,1.2,0.7,-8.4,2009-10
6218,Jason Kidd,DAL,10.3,5.6,9.1,6.0,2009-10
6219,Jason Maxiell,DET,6.8,5.3,0.5,-6.8,2009-10
6220,Jason Richardson,PHX,15.7,5.1,1.8,6.4,2009-10
6221,Jason Smith,PHI,3.4,2.4,0.6,-4.1,2009-10
6222,Jason Terry,DAL,16.6,1.8,3.8,4.1,2009-10
6223,Joey Graham,DEN,4.3,2.0,0.4,-3.4,2009-10
6224,Spencer Hawes,SAC,10.0,6.1,2.2,-6.5,2009-10
6225,Ramon Sessions,MIN,8.2,2.6,3.1,-7.4,2009-10
6226,Dominique Jones,DAL,2.3,1.4,1.1,-8.7,2010-11
6227,Chauncey Billups,NYK,16.8,2.6,5.4,2.8,2010-11
6228,Chris Andersen,DEN,5.6,4.9,0.4,5.2,2010-11
6229,Chris Bosh,MIA,18.7,8.3,1.9,11.4,2010-11
6230,Chris Douglas-Roberts,MIL,7.3,2.0,1.1,-1.0,2010-11
6231,Chris Duhon,ORL,2.5,1.0,2.3,1.6,2010-11
6232,Chris Johnson,POR,2.4,2.3,0.2,-21.3,2010-11
6233,Chris Kaman,LAC,12.4,7.0,1.4,-4.7,2010-11
6234,Chris Paul,NOH,15.9,4.1,9.8,5.2,2010-11
6235,Chris Quinn,SAS,2.0,0.6,1.0,-1.8,2010-11
6236,Chris Wilcox,DET,7.4,4.8,0.8,-1.0,2010-11
6237,Christian Eyenga,CLE,6.9,2.8,0.8,-10.4,2010-11
6238,Chase Budinger,HOU,9.8,3.6,1.6,4.0,2010-11
6239,Chuck Hayes,HOU,7.9,8.1,2.7,5.9,2010-11
6240,Corey Brewer,DAL,8.0,2.5,1.3,-3.8,2010-11
6241,Corey Maggette,MIL,12.0,3.6,1.3,-3.1,2010-11
6242,Courtney Lee,HOU,8.3,2.6,1.2,0.1,2010-11
6243,Craig Brackins,PHI,2.7,1.3,0.3,-29.2,2010-11
6244,Craig Smith,LAC,5.4,2.4,0.6,-5.7,2010-11
6245,D.J. Augustin,CHA,14.4,2.7,6.1,-4.9,2010-11
6246,DJ Mbenga,NOH,1.4,2.1,0.1,-5.2,2010-11
6247,DJ White,CHA,5.7,3.4,0.4,-2.7,2010-11
6248,DaJuan Summers,DET,3.4,0.5,0.1,-4.6,2010-11
6249,Daequan Cook,OKC,5.6,1.7,0.5,7.0,2010-11
6250,Dahntay Jones,IND,6.3,1.4,0.7,-1.8,2010-11
6251,Cole Aldrich,OKC,1.0,1.9,0.2,3.9,2010-11
6252,Damien Wilkins,ATL,3.5,1.7,0.8,-8.7,2010-11
6253,Charlie Villanueva,DET,11.1,3.9,0.6,-5.6,2010-11
6254,Channing Frye,PHX,12.7,6.7,1.2,2.3,2010-11
6255,Blake Griffin,LAC,22.5,12.1,3.8,-3.4,2010-11
6256,Bobby Simmons,SAS,0.0,0.0,1.0,14.4,2010-11
6257,Boris Diaw,CHA,11.3,5.0,4.1,-3.9,2010-11
6258,Brad Miller,HOU,6.4,3.7,2.4,0.0,2010-11
6259,Brandan Wright,NJN,3.8,2.4,0.3,-7.8,2010-11
6260,Brandon Bass,ORL,11.2,5.6,0.8,6.4,2010-11
6261,Brandon Jennings,MIL,16.2,3.7,4.8,-2.1,2010-11
6262,Brandon Roy,POR,12.2,2.6,2.7,2.5,2010-11
6263,Brandon Rush,IND,9.1,3.2,0.9,-6.0,2010-11
6264,Brian Cardinal,DAL,2.6,1.1,0.7,0.4,2010-11
6265,Brian Cook,LAC,4.8,2.4,0.4,-8.8,2010-11
6266,Charlie Bell,GSW,1.7,0.9,0.7,2.0,2010-11
6267,Brian Scalabrine,CHI,1.1,0.4,0.3,1.1,2010-11
6268,Brook Lopez,NJN,20.4,6.0,1.6,-7.0,2010-11
6269,Byron Mullens,OKC,1.9,1.8,0.0,-14.8,2010-11
6270,C.J. Watson,CHI,4.9,1.1,2.3,8.3,2010-11
6271,CJ Miles,UTA,12.8,3.3,1.7,0.8,2010-11
6272,Carl Landry,NOH,11.9,4.6,0.8,-4.5,2010-11
6273,Carlos Arroyo,BOS,4.8,1.6,2.0,6.2,2010-11
6274,Carlos Boozer,CHI,17.5,9.6,2.5,6.5,2010-11
6275,Carlos Delfino,MIL,11.5,4.1,2.3,-3.9,2010-11
6276,Carmelo Anthony,NYK,25.6,7.3,2.9,3.2,2010-11
6277,Caron Butler,DAL,15.0,4.1,1.6,8.8,2010-11
6278,Cartier Martin,WAS,4.0,1.4,0.3,2.3,2010-11
6279,Brian Skinner,MIL,0.0,0.0,0.0,-95.6,2010-11
6280,Damion James,NJN,4.4,3.4,0.8,-3.3,2010-11
6281,Dan Gadzuric,NJN,2.8,3.2,0.3,-7.7,2010-11
6282,Daniel Gibson,CLE,11.6,2.6,3.0,-5.4,2010-11
6283,Dirk Nowitzki,DAL,23.0,7.0,2.6,11.0,2010-11
6284,Ryan Hollins,CLE,5.3,2.7,0.4,-5.6,2010-11
6285,Ryan Gomes,LAC,7.2,3.3,1.6,-3.8,2010-11
6286,Ryan Anderson,ORL,10.6,5.5,0.8,9.2,2010-11
6287,Russell Westbrook,OKC,21.9,4.6,8.2,3.0,2010-11
6288,Rudy Gay,MEM,19.8,6.2,2.8,2.3,2010-11
6289,Rudy Fernandez,POR,8.6,2.2,2.5,1.7,2010-11
6290,Royal Ivey,OKC,1.6,0.6,0.3,-8.9,2010-11
6291,Roy Hibbert,IND,12.7,7.5,2.0,-1.7,2010-11
6292,Ronny Turiaf,NYK,4.2,3.2,1.4,1.0,2010-11
6293,Ronnie Price,UTA,3.3,1.0,0.9,-0.1,2010-11
6294,Dexter Pittman,MIA,1.0,1.5,0.0,39.1,2010-11
6295,Ronnie Brewer,CHI,6.2,3.2,1.7,9.8,2010-11
6296,Roger Mason Jr.,NYK,2.9,1.7,0.8,-9.8,2010-11
6297,Rodrigue Beaubois,DAL,8.4,1.9,2.3,0.1,2010-11
6298,Rodney Stuckey,DET,15.5,3.1,5.2,-2.6,2010-11
6299,Rodney Carney,MEM,4.7,1.8,0.4,-11.2,2010-11
6300,Robin Lopez,PHX,6.4,3.2,0.1,-2.0,2010-11
6301,Richard Jefferson,SAS,11.0,3.8,1.3,6.4,2010-11
6302,Richard Hamilton,DET,14.1,2.3,3.1,-5.2,2010-11
6303,Renaldo Balkman,NYK,2.0,0.9,0.3,0.4,2010-11
6304,Reggie Williams,GSW,9.2,2.7,1.5,-1.7,2010-11
6305,Reggie Evans,TOR,4.4,11.5,1.3,-11.0,2010-11
6306,Raymond Felton,DEN,15.5,3.6,8.3,2.9,2010-11
6307,Ronald Dupree,TOR,0.7,1.0,0.3,-20.4,2010-11
6308,Devin Harris,UTA,15.2,2.4,7.1,-5.0,2010-11
6309,Devin Ebanks,LAL,3.1,1.4,0.1,-14.1,2010-11
6310,Derrick Rose,CHI,25.0,4.1,7.7,8.3,2010-11
6311,Danilo Gallinari,DEN,15.6,4.9,1.7,2.1,2010-11
6312,Danny Granger,IND,20.5,5.4,2.6,-0.9,2010-11
6313,Danny Green,SAS,5.1,1.9,0.3,12.8,2010-11
6314,Dante Cunningham,CHA,6.2,3.6,0.6,-3.3,2010-11
6315,Darius Songaila,PHI,1.6,1.0,0.2,-14.1,2010-11
6316,Darko Milicic,MIN,8.8,5.2,1.5,-6.7,2010-11
6317,Darnell Jackson,SAC,3.2,1.6,0.2,-5.8,2010-11
6318,Darrell Arthur,MEM,9.1,4.3,0.7,2.0,2010-11
6319,Darren Collison,IND,13.2,2.8,5.1,-3.3,2010-11
6320,David Andersen,NOH,3.4,2.1,0.3,-0.4,2010-11
6321,David Lee,GSW,16.5,9.8,3.2,-2.3,2010-11
6322,David West,NOH,18.9,7.6,2.3,3.3,2010-11
6323,DeAndre Jordan,LAC,7.1,7.2,0.5,-2.7,2010-11
6324,DeJuan Blair,SAS,8.3,7.0,1.0,5.1,2010-11
6325,DeMar DeRozan,TOR,17.2,3.8,1.8,-7.7,2010-11
6326,DeMarcus Cousins,SAC,14.1,8.6,2.5,-7.5,2010-11
6327,DeMarre Carroll,HOU,0.8,0.7,0.3,1.1,2010-11
6328,DeSagana Diop,CHA,1.3,2.5,0.4,-8.2,2010-11
6329,DeShawn Stevenson,DAL,5.3,1.5,1.1,3.2,2010-11
6330,Delonte West,BOS,5.6,1.5,2.7,-9.2,2010-11
6331,Derek Fisher,LAL,6.8,1.9,2.7,9.3,2010-11
6332,Deron Williams,NJN,20.1,4.0,10.3,-2.7,2010-11
6333,Derrick Brown,NYK,3.8,2.0,0.7,-4.3,2010-11
6334,Derrick Caracter,LAL,2.0,1.0,0.2,-8.4,2010-11
6335,Derrick Favors,UTA,6.8,5.3,0.5,-7.2,2010-11
6336,Beno Udrih,SAC,13.7,3.4,4.9,-5.6,2010-11
6337,Ben Wallace,DET,2.9,6.5,1.3,-7.2,2010-11
6338,Ben Uzoh,NJN,3.8,1.5,1.6,-8.7,2010-11
6339,Ben Gordon,DET,11.2,2.4,2.1,-3.5,2010-11
6340,Tracy McGrady,DET,8.0,3.5,3.5,-3.8,2010-11
6341,Tony Parker,SAS,17.5,3.1,6.6,6.5,2010-11
6342,Tony Battie,PHI,2.6,2.6,0.3,-4.9,2010-11
6343,Tony Allen,MEM,8.9,2.7,1.4,4.4,2010-11
6344,Toney Douglas,NYK,10.6,3.0,3.0,2.6,2010-11
6345,Timofey Mozgov,DEN,3.6,2.7,0.3,-2.7,2010-11
6346,Tim Duncan,SAS,13.4,8.9,2.7,10.1,2010-11
6347,Tiago Splitter,SAS,4.6,3.4,0.4,0.2,2010-11
6348,Theo Ratliff,LAL,0.2,1.3,0.3,-12.0,2010-11
6349,Thaddeus Young,PHI,12.7,5.3,1.0,4.8,2010-11
6350,Thabo Sefolosha,OKC,5.1,4.4,1.4,3.2,2010-11
6351,Travis Outlaw,NJN,9.2,4.0,1.0,-8.5,2010-11
6352,Terrence Williams,HOU,5.0,2.4,1.8,-13.6,2010-11
6353,Taj Gibson,CHI,7.1,5.7,0.7,8.9,2010-11
6354,T.J. Ford,IND,5.4,2.0,3.4,-1.8,2010-11
6355,Sundiata Gaines,NJN,4.6,1.6,1.8,-5.2,2010-11
6356,Steve Novak,SAS,3.5,0.9,0.1,-10.3,2010-11
6357,Steve Nash,PHX,14.7,3.5,11.4,4.5,2010-11
6358,Steve Blake,LAL,4.0,2.0,2.2,3.6,2010-11
6359,Stephen Jackson,CHA,18.5,4.5,3.6,-4.9,2010-11
6360,Stephen Graham,NJN,3.4,2.1,0.7,-13.0,2010-11
6361,Stephen Curry,GSW,18.6,3.9,5.8,-0.6,2010-11
6362,Spencer Hawes,PHI,7.2,5.7,1.5,-1.5,2010-11
6363,Sonny Weems,TOR,9.2,2.6,1.8,-10.5,2010-11
6364,Tayshaun Prince,DET,14.1,4.2,2.8,-3.8,2010-11
6365,Trevor Ariza,NOH,11.0,5.4,2.2,0.6,2010-11
6366,Trevor Booker,WAS,5.3,3.9,0.5,-7.0,2010-11
6367,Trey Johnson,LAL,4.3,0.9,1.4,-7.8,2010-11
6368,Dominic McGuire,CHA,3.3,3.8,0.8,-5.7,2010-11
6369,Zydrunas Ilgauskas,MIA,5.0,4.0,0.4,9.4,2010-11
6370,Zaza Pachulia,ATL,4.4,4.2,0.7,-6.1,2010-11
6371,Zach Randolph,MEM,20.1,12.2,2.2,4.0,2010-11
6372,Zabian Dowdell,PHX,5.0,0.8,2.1,-4.1,2010-11
6373,Yi Jianlian,WAS,5.6,3.9,0.4,-10.1,2010-11
6374,Yao Ming,HOU,10.2,5.4,0.8,-14.3,2010-11
6375,Xavier Henry,MEM,4.3,1.0,0.5,-6.2,2010-11
6376,Wilson Chandler,DEN,15.3,5.7,1.7,4.4,2010-11
6377,Willie Warren,LAC,1.9,0.6,1.4,3.9,2010-11
6378,Willie Green,NOH,8.7,2.1,1.0,0.1,2010-11
6379,Will Bynum,DET,7.9,1.2,3.2,-7.6,2010-11
6380,Wesley Matthews,POR,15.9,3.1,2.0,2.5,2010-11
6381,Wesley Johnson,MIN,9.0,3.0,1.9,-6.4,2010-11
6382,Wayne Ellington,MIN,6.6,1.7,1.2,-8.9,2010-11
6383,Von Wafer,BOS,3.2,0.8,0.6,1.6,2010-11
6384,Vladimir Radmanovic,GSW,5.1,2.9,1.1,2.7,2010-11
6385,Vince Carter,PHX,14.0,3.8,2.0,3.4,2010-11
6386,Udonis Haslem,MIA,8.0,8.2,0.5,9.3,2010-11
6387,Tyson Chandler,DAL,10.1,9.4,0.4,8.2,2010-11
6388,Tyrus Thomas,CHA,10.2,5.5,0.7,-1.3,2010-11
6389,Tyreke Evans,SAC,17.8,4.8,5.6,-5.5,2010-11
6390,Tyler Hansbrough,IND,11.0,5.2,0.6,-4.9,2010-11
6391,Ty Lawson,DEN,11.7,2.6,4.7,4.3,2010-11
6392,Troy Murphy,BOS,3.1,3.2,0.7,-15.6,2010-11
6393,Solomon Jones,IND,3.6,2.9,0.8,-6.4,2010-11
6394,Ray Allen,BOS,16.5,3.4,2.7,8.1,2010-11
6395,Solomon Alabi,TOR,0.5,1.2,0.2,-18.0,2010-11
6396,Shelden Williams,NYK,4.5,4.6,0.5,-1.8,2010-11
6397,Andray Blatche,WAS,16.8,8.2,2.3,-6.9,2010-11
6398,Andre Iguodala,PHI,14.1,5.8,6.3,3.4,2010-11
6399,Andre Miller,POR,12.7,3.7,7.0,4.7,2010-11
6400,Andrea Bargnani,TOR,21.4,5.2,1.8,-8.0,2010-11
6401,Andrei Kirilenko,UTA,11.7,5.1,3.0,-1.1,2010-11
6402,Andres Nocioni,PHI,6.1,3.1,0.8,-6.9,2010-11
6403,Andrew Bogut,MIL,12.8,11.1,2.0,0.0,2010-11
6404,Andrew Bynum,LAL,11.3,9.4,1.4,7.1,2010-11
6405,Andris Biedrins,GSW,5.0,7.2,1.0,-7.8,2010-11
6406,Andy Rautins,NYK,1.6,0.2,0.6,-18.8,2010-11
6407,Antawn Jamison,CLE,18.0,6.7,1.7,-10.6,2010-11
6408,Anderson Varejao,CLE,9.1,9.7,1.5,-9.0,2010-11
6409,Anthony Carter,NYK,3.3,1.5,2.1,1.1,2010-11
6410,Anthony Parker,CLE,8.3,3.0,3.0,-7.8,2010-11
6411,Anthony Randolph,MIN,7.6,4.0,0.8,-10.7,2010-11
6412,Anthony Tolliver,MIN,6.7,4.5,1.3,-4.0,2010-11
6413,Antoine Wright,SAC,0.3,0.4,0.0,-19.0,2010-11
6414,Antonio Daniels,PHI,1.5,1.3,0.5,17.6,2010-11
6415,Antonio McDyess,SAS,5.3,5.4,1.2,5.8,2010-11
6416,Armon Johnson,POR,2.9,0.9,1.2,-3.0,2010-11
6417,Arron Afflalo,DEN,12.6,3.6,2.4,3.8,2010-11
6418,Austin Daye,DET,7.5,3.8,1.1,-4.7,2010-11
6419,Avery Bradley,BOS,1.7,0.5,0.4,-17.3,2010-11
6420,Baron Davis,CLE,13.1,2.7,6.7,-1.3,2010-11
6421,Anthony Morrow,NJN,13.2,3.0,1.2,-4.1,2010-11
6422,Amir Johnson,TOR,9.6,6.4,1.1,-2.8,2010-11
6423,Amar'e Stoudemire,NYK,25.3,8.2,2.6,1.2,2010-11
6424,Alonzo Gee,CLE,5.9,3.3,0.7,-10.7,2010-11
6425,Shawne Williams,NYK,7.1,3.7,0.7,-0.1,2010-11
6426,Shawn Marion,DAL,12.5,6.9,1.4,1.2,2010-11
6427,Shaun Livingston,CHA,6.6,2.0,2.2,-2.8,2010-11
6428,Shaquille O'Neal,BOS,9.2,4.8,0.7,13.2,2010-11
6429,Shannon Brown,LAL,8.7,1.9,1.2,4.0,2010-11
6430,Shane Battier,MEM,7.6,4.5,2.3,3.1,2010-11
6431,Serge Ibaka,OKC,9.9,7.6,0.3,4.0,2010-11
6432,Semih Erden,CLE,4.0,2.9,0.5,-1.6,2010-11
6433,Sebastian Telfair,MIN,7.2,1.5,3.0,-7.2,2010-11
6434,Sean Marks,POR,1.6,1.4,0.1,-16.8,2010-11
6435,Sasha Vujacic,NJN,9.8,2.8,2.0,-10.1,2010-11
6436,Sasha Pavlovic,BOS,2.5,1.0,0.5,-8.6,2010-11
6437,Samuel Dalembert,SAC,8.1,8.2,0.8,-4.1,2010-11
6438,Samardo Samuels,CLE,7.8,4.3,0.5,-10.9,2010-11
6439,Sam Young,MEM,7.3,2.4,0.9,1.8,2010-11
6440,AJ Price,IND,6.5,1.4,2.2,1.6,2010-11
6441,Aaron Brooks,PHX,10.7,1.3,3.9,-6.5,2010-11
6442,Aaron Gray,NOH,3.1,4.2,0.4,2.2,2010-11
6443,Acie Law,GSW,4.2,1.2,1.6,-8.2,2010-11
6444,Al Harrington,DEN,10.5,4.5,1.4,3.7,2010-11
6445,Al Horford,ATL,15.3,9.3,3.5,0.2,2010-11
6446,Al Jefferson,UTA,18.6,9.7,1.8,-3.2,2010-11
6447,Al Thornton,GSW,7.4,3.0,0.9,-4.8,2010-11
6448,Al-Farouq Aminu,LAC,5.6,3.3,0.7,-7.8,2010-11
6449,Alexis Ajinca,TOR,4.2,2.3,0.3,-1.4,2010-11
6450,Sherron Collins,CHA,0.9,0.3,0.4,-14.0,2010-11
6451,Rasual Butler,CHI,4.7,1.6,0.6,-7.6,2010-11
6452,Brendan Haywood,DAL,4.4,5.2,0.3,0.8,2010-11
6453,Randy Foye,LAC,9.8,1.6,2.7,-6.7,2010-11
6454,Jrue Holiday,PHI,14.0,4.0,6.5,2.8,2010-11
6455,Julian Wright,TOR,3.6,2.3,1.1,-1.0,2010-11
6456,Juwan Howard,MIA,2.4,2.1,0.4,2.6,2010-11
6457,Keith Bogans,CHI,4.4,1.8,1.2,5.7,2010-11
6458,Kendrick Perkins,OKC,6.0,8.0,0.9,6.9,2010-11
6459,Kenyon Martin,DEN,8.6,6.2,2.3,7.9,2010-11
6460,Kevin Durant,OKC,27.7,6.8,2.7,4.7,2010-11
6461,Kevin Garnett,BOS,14.9,8.9,2.4,13.1,2010-11
6462,Kevin Love,MIN,20.2,15.2,2.5,-6.0,2010-11
6463,Kevin Martin,HOU,23.5,3.2,2.5,2.8,2010-11
6464,Kevin Seraphin,WAS,2.7,2.6,0.2,-14.9,2010-11
6465,Keyon Dooling,MIL,7.1,1.5,3.0,3.4,2010-11
6466,Josh Smith,ATL,16.5,8.5,3.3,1.8,2010-11
6467,Kirk Hinrich,ATL,10.2,2.5,4.0,-9.5,2010-11
6468,Kosta Koufos,DEN,3.2,2.6,0.1,-6.1,2010-11
6469,Kris Humphries,NJN,10.0,10.4,1.1,-5.3,2010-11
6470,Kurt Thomas,CHI,4.1,5.8,1.2,6.8,2010-11
6471,Kwame Brown,CHA,7.9,6.8,0.7,-7.3,2010-11
6472,Kyle Korver,CHI,8.3,1.8,1.5,8.6,2010-11
6473,Kyle Lowry,HOU,13.5,4.1,6.7,5.0,2010-11
6474,Kyle Weaver,UTA,5.6,2.0,1.4,2.8,2010-11
6475,Kyrylo Fesenko,UTA,2.0,2.0,0.3,1.6,2010-11
6476,LaMarcus Aldridge,POR,21.8,8.8,2.1,4.1,2010-11
6477,Lamar Odom,LAL,14.4,8.7,3.0,7.6,2010-11
6478,Lance Stephenson,IND,3.1,1.5,1.8,0.0,2010-11
6479,Landry Fields,NYK,9.7,6.4,1.9,2.1,2010-11
6480,Kobe Bryant,LAL,25.3,5.1,4.7,7.7,2010-11
6481,Josh Powell,ATL,4.1,2.5,0.4,-10.6,2010-11
6482,Josh McRoberts,IND,7.4,5.3,2.1,2.5,2010-11
6483,Josh Howard,WAS,8.4,4.1,1.3,-11.0,2010-11
6484,Jeff Foster,IND,3.3,6.3,0.8,3.3,2010-11
6485,Jeff Green,BOS,13.3,4.8,1.4,1.3,2010-11
6486,Jeff Teague,ATL,5.2,1.5,2.0,-2.7,2010-11
6487,Jeremy Evans,UTA,3.6,2.0,0.5,-2.8,2010-11
6488,Jeremy Lin,GSW,2.6,1.2,1.4,2.5,2010-11
6489,Jermaine O'Neal,BOS,5.4,3.7,0.5,3.9,2010-11
6490,Jerry Stackhouse,MIA,1.7,1.0,0.4,-4.4,2010-11
6491,Jerryd Bayless,TOR,9.2,2.3,3.7,-8.9,2010-11
6492,Joakim Noah,CHI,11.7,10.4,2.2,5.8,2010-11
6493,Jodie Meeks,PHI,10.5,2.3,1.1,2.0,2010-11
6494,Joe Johnson,ATL,18.2,4.0,4.7,0.6,2010-11
6495,Joe Smith,LAL,0.5,1.3,0.3,-2.7,2010-11
6496,Joel Anthony,MIA,2.0,3.5,0.3,7.8,2010-11
6497,Joel Przybilla,CHA,1.8,4.0,0.4,-8.1,2010-11
6498,Joey Dorsey,TOR,3.1,4.4,0.6,-2.0,2010-11
6499,Joey Graham,CLE,5.2,2.2,0.5,-9.4,2010-11
6500,Johan Petro,NJN,3.5,2.8,0.6,-6.4,2010-11
6501,John Lucas III,CHI,1.0,0.0,0.5,-19.1,2010-11
6502,John Salmons,MIL,14.0,3.6,3.5,-1.5,2010-11
6503,John Wall,WAS,16.4,4.6,8.3,-9.0,2010-11
6504,Jon Brockman,MIL,2.2,2.9,0.3,2.1,2010-11
6505,Jonny Flynn,MIN,5.3,1.5,3.4,-9.4,2010-11
6506,Jordan Crawford,WAS,11.7,2.5,2.8,-10.3,2010-11
6507,Jordan Farmar,NJN,9.6,2.4,5.0,-7.0,2010-11
