player_name,team_abbreviation,points,rebounds,assists,net_rating,season
2565,Jelani McCoy,LAL,1.2,1.2,0.3,-14.8,2001-02
2566,Jeff Trepagnier,CLE,1.5,1.0,1.0,3.6,2001-02
2567,Grant Long,MEM,6.3,3.5,2.1,-10.1,2001-02
2568,Jeff McInnis,LAC,14.6,2.6,6.2,-2.1,2001-02
2569,Jason Williams,MEM,14.8,3.0,8.0,-7.6,2001-02
2570,Jason Terry,ATL,19.3,3.5,5.7,-3.8,2001-02
2571,Jason Richardson,GSW,14.4,4.3,3.0,-6.0,2001-02
2572,Jason Kidd,NJN,14.7,7.3,9.9,5.7,2001-02
2573,Jason Hart,SAS,2.6,1.3,1.2,5.0,2001-02
2574,Jason Collins,NJN,4.5,3.9,1.1,3.5,2001-02
2575,Jason Collier,HOU,4.2,3.3,0.4,-17.4,2001-02
2576,Jason Caffey,MIL,4.3,2.2,0.5,-2.9,2001-02
2577,Jarron Collins,UTA,6.4,4.2,0.8,2.4,2001-02
2578,Jaren Jackson,ORL,4.3,1.9,0.9,-13.9,2001-02
2579,Jamison Brewer,IND,0.3,0.6,0.7,3.8,2001-02
2580,Jeff Foster,IND,5.7,6.8,0.9,0.3,2001-02
2581,Grant Hill,ORL,16.8,8.9,4.6,1.3,2001-02
2582,Glenn Robinson,MIL,20.7,6.2,2.5,-1.5,2001-02
2583,Glen Rice,HOU,8.6,2.4,1.6,-2.7,2001-02
2584,Eddie Jones,MIA,18.3,4.7,3.2,1.0,2001-02
2585,Eddie House,MIA,8.0,1.7,1.9,-3.3,2001-02
2586,Eddie Griffin,HOU,8.8,5.7,0.7,-5.2,2001-02
2587,Eddie Gill,MEM,5.0,1.2,2.1,-20.5,2001-02
2588,Earl Watson,SEA,3.6,1.3,2.0,3.8,2001-02
2589,Earl Boykins,LAC,4.1,0.8,2.1,-0.5,2001-02
2590,Doug Overton,LAC,2.2,0.7,0.7,-1.0,2001-02
2591,Doug Christie,SAC,12.0,4.6,4.2,8.2,2001-02
2592,Donyell Marshall,UTA,14.8,7.6,1.7,-5.7,2001-02
2593,Donny Marshall,NJN,1.5,1.1,0.3,-5.0,2001-02
2594,Donnell Harvey,DEN,5.7,4.8,0.8,-0.9,2001-02
2595,Eddie Robinson,CHI,9.0,2.7,1.3,-11.7,2001-02
2596,Don Reid,ORL,3.3,2.6,0.4,-3.4,2001-02
2597,Dion Glover,ATL,8.9,3.1,1.5,-9.9,2001-02
2598,Dikembe Mutombo,PHI,11.5,10.8,1.0,4.5,2001-02
2599,Dickey Simpkins,ATL,0.0,0.0,1.0,-16.7,2001-02
2600,Devean George,LAL,7.1,3.7,1.4,12.2,2001-02
2601,Desmond Mason,SEA,12.4,4.7,1.4,5.4,2001-02
2602,Derrick McKey,PHI,2.9,3.1,1.1,0.6,2001-02
2603,Derrick Dial,TOR,3.2,1.8,1.1,4.2,2001-02
2604,Derrick Coleman,PHI,15.1,8.8,1.7,1.8,2001-02
2605,Derek Fisher,LAL,11.2,2.1,2.6,9.4,2001-02
2606,Derek Anderson,POR,10.8,2.7,3.1,5.0,2001-02
2607,Dell Curry,TOR,6.4,1.4,1.1,-0.6,2001-02
2608,Dirk Nowitzki,DAL,23.4,9.9,2.4,6.6,2001-02
2609,Joe Smith,MIN,10.7,6.3,1.1,9.3,2001-02
2610,Eddy Curry,CHI,6.7,3.8,0.3,-11.1,2001-02
2611,Elden Campbell,CHH,13.9,6.9,1.3,0.5,2001-02
2612,Gilbert Arenas,GSW,10.9,2.8,3.7,-6.5,2001-02
2613,Gerald Wallace,SAC,3.2,1.6,0.5,1.6,2001-02
2614,George McCloud,DEN,8.8,3.6,3.0,-10.4,2001-02
2615,George Lynch,CHH,3.8,4.1,1.2,0.2,2001-02
2616,Gary Trent,MIN,7.5,4.2,0.9,-2.7,2001-02
2617,Gary Payton,SEA,22.1,4.8,9.0,3.2,2001-02
2618,Fred Hoiberg,CHI,4.4,2.7,1.7,-7.8,2001-02
2619,Felton Spencer,NYK,0.9,1.6,0.1,-4.6,2001-02
2620,Felipe Lopez,MIN,2.5,1.2,0.6,-2.5,2001-02
2621,Evan Eschmeyer,DAL,2.0,3.2,0.3,3.4,2001-02
2622,Etan Thomas,WAS,4.3,3.9,0.1,-0.1,2001-02
2623,Eduardo Najera,DAL,6.5,5.5,0.6,12.1,2001-02
2624,Ervin Johnson,MIL,2.6,5.8,0.3,1.7,2001-02
2625,Erick Strickland,BOS,7.7,2.7,2.3,-1.1,2001-02
2626,Erick Dampier,GSW,7.6,5.3,1.2,-6.3,2001-02
2627,Erick Barkley,POR,3.1,0.9,1.8,1.2,2001-02
2628,Eric Williams,BOS,6.4,3.0,1.5,5.4,2001-02
2629,Eric Snow,PHI,12.1,3.5,6.6,5.1,2001-02
2630,Eric Piatkowski,LAC,8.8,2.6,1.6,-2.4,2001-02
2631,Eric Montross,TOR,2.4,2.9,0.3,-9.1,2001-02
2632,Emanual Davis,ATL,6.6,2.6,2.4,-8.4,2001-02
2633,Elton Brand,LAC,18.2,11.6,2.4,-0.2,2001-02
2634,Elliot Perry,MEM,5.5,2.0,3.5,-42.0,2001-02
2635,Eldridge Recasner,LAC,0.8,0.0,0.8,-0.3,2001-02
2636,Ernest Brown,MIA,1.0,2.0,0.0,-62.2,2001-02
2637,Aaron Williams,NJN,7.2,4.1,0.9,4.8,2001-02
2638,Rasheed Wallace,POR,18.1,7.4,2.1,5.7,2002-03
2639,Jerome James,SEA,5.4,4.2,0.5,2.1,2002-03
2640,Jerome Moiso,NOH,4.0,3.5,0.4,1.1,2002-03
2641,Jerome Williams,TOR,9.7,9.2,1.3,-4.5,2002-03
2642,Jerry Stackhouse,WAS,21.5,3.7,4.5,0.1,2002-03
2643,Jeryl Sasser,ORL,2.6,2.5,0.9,-11.2,2002-03
2644,Jim Jackson,SAC,7.7,4.2,1.9,2.4,2002-03
2645,Joe Johnson,PHX,9.8,3.2,2.6,1.4,2002-03
2646,Joe Smith,MIN,7.5,5.0,0.7,3.6,2002-03
2647,Joel Przybilla,MIL,1.5,4.5,0.4,1.4,2002-03
2648,John Amaechi,UTA,2.0,1.5,0.4,-2.6,2002-03
2649,John Crotty,DEN,3.4,1.3,2.4,-13.7,2002-03
2650,John Salmons,PHI,2.1,0.9,0.7,2.5,2002-03
2651,Jermaine O'Neal,IND,20.8,10.3,2.0,3.1,2002-03
2652,Jiri Welsch,GSW,1.6,0.8,0.7,-0.4,2002-03
2653,David Wesley,NOH,16.7,2.4,3.4,2.4,2002-03
2654,Jelani McCoy,TOR,6.8,5.3,0.6,-12.5,2002-03
2655,Chris Childs,NJN,1.3,0.4,1.3,-3.0,2002-03
2656,Chris Andersen,DEN,5.2,4.6,0.5,-7.3,2002-03
2657,Cherokee Parks,LAC,6.3,4.4,0.7,-15.3,2002-03
2658,Chauncey Billups,DET,16.2,3.7,3.9,4.0,2002-03
2659,Charlie Ward,NYK,7.2,2.7,4.6,1.8,2002-03
2660,Charles Smith,POR,1.7,0.0,0.3,19.1,2002-03
2661,Charles Oakley,WAS,1.8,2.5,1.0,1.6,2002-03
2662,Cezary Trybanski,MEM,0.9,0.9,0.1,-11.1,2002-03
2663,Casey Jacobsen,PHX,5.1,1.2,1.0,4.3,2002-03
2664,Chris Crawford,ATL,4.8,1.4,0.2,-1.1,2002-03
2665,Caron Butler,MIA,15.4,5.1,2.7,-7.6,2002-03
2666,Carlos Arroyo,UTA,2.8,0.6,1.2,-2.3,2002-03
2667,Calvin Booth,SEA,2.9,2.3,0.3,3.5,2002-03
2668,Calbert Cheaney,UTA,8.6,3.5,2.0,4.9,2002-03
2669,Bryon Russell,WAS,4.5,3.0,1.0,-3.2,2002-03
2670,Bryce Drew,NOH,1.5,1.0,0.8,6.4,2002-03
2671,Bruno Sundov,BOS,1.2,1.1,0.3,-32.4,2002-03
2672,Bruce Bowen,SAS,7.1,2.9,1.4,8.9,2002-03
2673,Brian Skinner,PHI,6.0,4.8,0.2,-0.9,2002-03
2674,Brian Shaw,LAL,3.5,1.7,1.4,-5.4,2002-03
2675,Carlos Boozer,CLE,10.0,7.5,1.3,-11.9,2002-03
2676,Chris Dudley,POR,0.0,0.7,0.0,-65.5,2002-03
2677,Chris Jefferies,TOR,3.9,1.2,0.4,-7.4,2002-03
2678,Chris Mihm,CLE,5.9,4.4,0.5,-8.2,2002-03
2679,Damone Brown,TOR,5.6,3.0,0.6,-5.3,2002-03
2680,Damon Stoudamire,POR,6.9,2.6,3.5,4.4,2002-03
2681,Damon Jones,SAC,4.6,1.4,1.6,3.0,2002-03
2682,Dalibor Bagaric,CHI,1.9,2.0,0.4,1.8,2002-03
2683,Dale Davis,POR,7.4,7.2,1.2,3.1,2002-03
2684,Dajuan Wagner,CLE,13.4,1.7,2.8,-9.5,2002-03
2685,Cuttino Mobley,HOU,17.5,4.2,2.8,1.6,2002-03
2686,Courtney Alexander,NOH,7.9,1.8,1.2,-0.3,2002-03
2687,Corliss Williamson,DET,12.0,4.4,1.3,8.1,2002-03
2688,Corie Blount,CHI,3.0,4.1,1.0,0.1,2002-03
2689,Corey Maggette,LAC,16.8,5.0,1.9,-6.7,2002-03
2690,Corey Benjamin,ATL,4.4,3.4,1.1,-2.9,2002-03
2691,Clifford Robinson,DET,12.2,3.9,3.3,3.2,2002-03
2692,Clar. Weatherspoon,NYK,6.6,7.6,0.9,-2.8,2002-03
2693,Chucky Atkins,DET,7.1,1.5,2.7,4.6,2002-03
2694,Christian Laettner,WAS,8.3,6.6,3.1,-0.4,2002-03
2695,Chris Wilcox,LAC,3.7,2.3,0.5,3.2,2002-03
2696,Chris Whitney,ORL,7.0,1.3,2.8,-12.1,2002-03
2697,Chris Webber,SAC,23.0,10.5,5.4,7.5,2002-03
2698,Chris Owens,MEM,4.0,1.0,0.0,39.1,2002-03
2699,Chris Mills,GSW,4.8,2.4,1.0,3.7,2002-03
2700,Brian Scalabrine,NJN,3.1,2.4,0.8,0.5,2002-03
2701,Brian Grant,MIA,10.3,10.2,1.3,-6.0,2002-03
2702,Brian Cardinal,WAS,0.8,1.0,0.2,41.9,2002-03
2703,Brevin Knight,MEM,3.9,1.5,4.2,-4.7,2002-03
2704,Anthony Johnson,NJN,4.1,1.2,1.3,1.4,2002-03
2705,Anthony Goldwire,WAS,1.7,0.4,0.3,-20.8,2002-03
2706,Anthony Carter,MIA,4.1,1.7,4.1,-7.2,2002-03
2707,Antawn Jamison,GSW,22.2,7.0,1.9,-2.3,2002-03
2708,Ansu Sesay,SEA,2.1,1.6,0.5,-7.7,2002-03
2709,Anfernee Hardaway,PHX,10.6,4.4,4.1,0.5,2002-03
2710,Andrew DeClercq,ORL,4.7,4.4,0.7,4.5,2002-03
2711,Andrei Kirilenko,UTA,12.0,5.3,1.7,2.1,2002-03
2712,Andre Miller,LAC,13.6,4.0,6.7,-5.3,2002-03
2713,Amar'e Stoudemire,PHX,13.5,8.8,1.0,-0.8,2002-03
2714,Amal McCaskill,ATL,1.0,2.0,0.5,-9.2,2002-03
2715,Alvin Williams,TOR,13.2,3.1,5.3,-5.7,2002-03
2716,Alton Ford,PHX,0.6,0.5,0.1,-16.7,2002-03
2717,Allen Iverson,PHI,27.6,4.2,5.5,1.8,2002-03
2718,Allan Houston,NYK,22.5,2.8,2.7,-1.6,2002-03
2719,Alan Henderson,ATL,4.8,4.9,0.5,-7.2,2002-03
2720,Al Harrington,IND,12.2,6.2,1.5,2.8,2002-03
2721,Adrian Griffin,DAL,4.4,3.6,1.4,8.1,2002-03
2722,Adonal Foyle,GSW,5.4,6.0,0.5,3.7,2002-03
2723,Adam Harrington,DEN,1.6,0.4,0.6,-15.7,2002-03
2724,Aaron Williams,NJN,6.2,4.1,1.1,1.0,2002-03
2725,Anthony Mason,MIL,7.2,6.4,3.2,-3.3,2002-03
2726,Dan Dickau,ATL,3.7,0.9,1.7,-14.5,2002-03
2727,Anthony Peeler,MIN,7.7,2.9,3.0,1.7,2002-03
2728,Antoine Walker,BOS,20.1,7.2,4.8,1.5,2002-03
2729,Brent Barry,SEA,10.3,4.0,5.1,-0.5,2002-03
2730,Brendan Haywood,WAS,6.2,5.0,0.4,0.3,2002-03
2731,Brandon Williams,ATL,0.3,0.3,0.0,-15.2,2002-03
2732,Brandon Armstrong,NJN,1.4,0.2,0.1,-9.7,2002-03
2733,Brad Miller,IND,13.1,8.3,2.6,6.0,2002-03
2734,Bostjan Nachbar,HOU,2.1,0.8,0.2,-12.2,2002-03
2735,Bonzi Wells,POR,15.2,5.3,3.3,2.6,2002-03
2736,Bobby Simmons,WAS,3.3,2.1,0.6,-2.4,2002-03
2737,Bobby Jackson,SAC,15.2,3.7,3.1,5.5,2002-03
2738,Bob Sura,GSW,7.3,3.0,3.2,2.2,2002-03
2739,Bo Outlaw,PHX,4.7,4.6,1.4,5.9,2002-03
2740,Bimbo Coles,BOS,4.4,1.7,2.1,-8.7,2002-03
2741,Ben Wallace,DET,6.9,15.4,1.6,5.0,2002-03
2742,Baron Davis,NOH,17.1,3.7,6.4,4.7,2002-03
2743,Avery Johnson,DAL,3.3,0.6,1.3,-4.3,2002-03
2744,Austin Croshere,IND,5.1,3.2,1.1,3.5,2002-03
2745,Arvydas Sabonis,POR,6.1,4.3,1.8,8.1,2002-03
2746,Art Long,TOR,2.3,2.3,0.2,-15.3,2002-03
2747,Antonio Harvey,ATL,1.0,1.5,0.0,-8.5,2002-03
2748,Antonio Davis,TOR,13.9,8.2,2.5,-3.7,2002-03
2749,Antonio Daniels,POR,3.7,1.1,1.3,0.7,2002-03
2750,Antoine Rigaudeau,DAL,1.5,0.7,0.5,-33.7,2002-03
2751,Dan Gadzuric,MIL,3.4,4.0,0.2,-2.3,2002-03
2752,Dan Langhi,PHX,3.1,1.5,0.4,11.1,2002-03
2753,Danny Ferry,SAS,1.9,1.2,0.3,2.5,2002-03
2754,Jacque Vaughn,ORL,5.9,1.5,2.9,0.0,2002-03
2755,J.R. Bremer,BOS,8.3,2.3,2.6,-2.1,2002-03
2756,Ira Newble,ATL,7.7,3.7,1.4,-6.1,2002-03
2757,Igor Rakocevic,MIN,1.9,0.4,0.8,10.2,2002-03
2758,Hubert Davis,DET,1.8,0.8,0.7,-1.3,2002-03
2759,Howard Eisley,NYK,9.1,2.3,5.4,-2.8,2002-03
2760,Horace Grant,ORL,5.2,1.6,1.4,-7.1,2002-03
2761,Hedo Turkoglu,SAC,6.7,2.8,1.3,-1.6,2002-03
2762,Guy Rucker,GSW,0.0,0.3,0.3,-53.6,2002-03
2763,Greg Ostertag,UTA,5.4,6.2,0.7,8.3,2002-03
2764,Greg Foster,TOR,4.2,3.5,0.4,-11.7,2002-03
2765,Greg Buckner,PHI,6.0,2.9,1.3,3.5,2002-03
2766,Grant Long,BOS,1.8,2.0,0.6,-4.2,2002-03
2767,Grant Hill,ORL,14.5,7.1,4.2,4.6,2002-03
2768,Gordan Giricek,ORL,12.3,3.1,1.8,-3.6,2002-03
2769,Glenn Robinson,ATL,20.8,6.6,3.0,-3.8,2002-03
2770,Glen Rice,HOU,9.0,2.5,1.0,-1.1,2002-03
2771,Gilbert Arenas,GSW,18.3,4.7,6.3,-1.8,2002-03
2772,Gerald Wallace,SAC,4.7,2.7,0.5,3.7,2002-03
2773,George Lynch,NOH,4.5,4.4,1.3,4.8,2002-03
2774,Gary Trent,MIN,6.0,3.6,1.0,-2.7,2002-03
2775,Jahidi White,WAS,4.2,4.6,0.1,-4.9,2002-03
2776,Gary Payton,MIL,20.4,4.2,8.3,-1.0,2002-03
2777,Jake Tsakalidis,PHX,4.9,3.7,0.4,-6.4,2002-03
2778,Jalen Rose,CHI,22.1,4.3,4.8,-6.4,2002-03
2779,Jeff Trepagnier,DEN,5.6,2.0,0.8,-3.9,2002-03
2780,Jeff McInnis,POR,5.8,1.3,2.3,-5.8,2002-03
2781,Jeff Foster,IND,2.1,3.6,0.7,0.9,2002-03
2782,Jay Williams,CHI,9.5,2.6,4.7,-9.8,2002-03
2783,Jason Williams,MEM,12.1,2.8,8.3,-3.6,2002-03
2784,Jason Terry,ATL,17.2,3.4,7.4,-2.2,2002-03
2785,Jason Richardson,GSW,15.6,4.6,3.0,-3.1,2002-03
2786,Jason Kidd,NJN,18.7,6.3,8.9,7.6,2002-03
2787,Jason Collins,NJN,5.7,4.5,1.1,7.6,2002-03
2788,Jason Collier,HOU,2.8,2.2,0.1,-5.4,2002-03
2789,Jason Caffey,MIL,5.8,3.5,0.7,-2.3,2002-03
2790,Jarron Collins,UTA,5.5,2.7,0.6,-4.2,2002-03
2791,Jared Jeffries,WAS,4.0,2.9,0.8,6.6,2002-03
2792,Jannero Pargo,LAL,2.5,1.1,1.1,-0.1,2002-03
2793,Jamison Brewer,IND,2.2,0.9,1.8,6.8,2002-03
2794,James Posey,HOU,10.8,5.1,2.2,-3.9,2002-03
2795,Jamal Sampson,MIL,0.0,0.4,0.2,12.3,2002-03
2796,Jamal Mashburn,NOH,21.6,6.1,5.6,2.6,2002-03
2797,Jamal Crawford,CHI,10.7,2.3,4.2,-1.9,2002-03
2798,Jamaal Tinsley,IND,7.8,3.6,7.5,3.1,2002-03
2799,Jamaal Magloire,NOH,10.3,8.8,1.1,2.4,2002-03
2800,Jake Voskuhl,PHX,3.8,3.5,0.6,5.8,2002-03
2801,Jermaine Jackson,ATL,2.3,1.1,1.4,-11.2,2002-03
2802,Fred Jones,IND,1.2,0.5,0.3,-4.6,2002-03
2803,Frank Williams,NYK,1.3,0.9,1.6,-29.2,2002-03
2804,Donnell Harvey,DEN,7.9,5.3,1.3,-11.7,2002-03
2805,Don Reid,DET,1.0,0.0,0.0,-38.6,2002-03
2806,Dirk Nowitzki,DAL,25.1,9.9,3.0,12.9,2002-03
2807,Dion Glover,ATL,9.7,3.7,1.9,1.0,2002-03
2808,Dikembe Mutombo,NJN,5.8,6.4,0.8,9.7,2002-03
2809,Devin Brown,DEN,3.0,1.8,0.7,-8.4,2002-03
2810,Devean George,LAL,6.9,4.0,1.3,2.7,2002-03
2811,Desmond Mason,MIL,14.3,6.5,2.0,0.4,2002-03
2812,Derrick Coleman,PHI,9.4,7.0,1.4,6.3,2002-03
2813,Derek Fisher,LAL,10.5,2.9,3.6,4.4,2002-03
2814,Derek Anderson,POR,13.9,3.5,4.3,4.4,2002-03
2815,Dean Oliver,GSW,1.5,1.1,1.5,-9.1,2002-03
2816,DeShawn Stevenson,UTA,4.6,1.4,0.7,-9.8,2002-03
2817,DeSagana Diop,CLE,1.5,2.7,0.5,-14.0,2002-03
2818,John Stockton,UTA,10.8,2.5,7.7,5.2,2002-03
2819,David Robinson,SAS,8.5,7.9,1.0,11.2,2002-03
2820,Darvin Ham,ATL,2.4,2.0,0.5,-0.8,2002-03
2821,Darrell Armstrong,ORL,9.4,3.6,3.9,0.9,2002-03
2822,Darius Miles,CLE,9.2,5.4,2.6,-9.9,2002-03
2823,Danny Manning,DET,2.6,1.4,0.5,-0.7,2002-03
2824,Danny Fortson,GSW,3.5,4.3,0.7,-6.2,2002-03
2825,Donny Marshall,NJN,0.0,1.0,0.0,-64.4,2002-03
2826,Fred Hoiberg,CHI,2.3,2.2,1.1,0.1,2002-03
2827,Donyell Marshall,CHI,13.4,9.0,1.8,-5.6,2002-03
2828,Drew Gooden,ORL,12.5,6.5,1.2,-3.7,2002-03
2829,Flip Murray,SEA,1.9,0.3,0.4,-4.1,2002-03
2830,Evan Eschmeyer,DAL,1.0,1.7,0.4,-6.1,2002-03
2831,Etan Thomas,WAS,4.8,4.3,0.1,0.6,2002-03
2832,Ervin Johnson,MIL,2.2,4.3,0.3,2.2,2002-03
2833,Erick Strickland,IND,6.5,2.0,2.9,2.5,2002-03
2834,Erick Dampier,GSW,8.2,6.6,0.7,-4.3,2002-03
2835,Eric Williams,BOS,9.1,4.7,1.7,1.9,2002-03
2836,Eric Snow,PHI,12.9,3.7,6.6,1.0,2002-03
2837,Eric Piatkowski,LAC,9.7,2.5,1.1,0.2,2002-03
2838,Emanual Davis,ATL,3.7,1.8,1.5,-6.0,2002-03
2839,Elton Brand,LAC,18.5,11.3,2.5,-2.7,2002-03
2840,Elden Campbell,SEA,6.1,3.2,0.9,4.9,2002-03
2841,Efthimios Rentzias,PHI,1.5,0.7,0.2,-12.0,2002-03
2842,Eduardo Najera,DAL,6.7,4.6,1.0,13.9,2002-03
2843,Eddy Curry,CHI,10.5,4.4,0.5,-6.3,2002-03
2844,Eddie Robinson,CHI,5.7,3.1,1.0,-4.1,2002-03
2845,Eddie Jones,MIA,18.5,4.8,3.7,-2.5,2002-03
2846,Eddie House,MIA,7.5,1.8,1.6,-7.7,2002-03
2847,Eddie Griffin,HOU,8.6,6.0,1.1,4.1,2002-03
2848,Earl Watson,MEM,5.5,2.1,2.8,-1.3,2002-03
2849,Earl Boykins,GSW,8.8,1.3,3.3,3.1,2002-03
2850,Doug Christie,SAC,9.4,4.3,4.7,9.4,2002-03
2851,Jon Barry,DET,6.9,2.3,2.6,9.6,2002-03
2852,A.J. Guyton,GSW,0.0,0.0,1.0,-3.9,2002-03
2853,Joseph Forte,SEA,1.4,0.6,0.6,-5.8,2002-03
2854,Samaki Walker,LAL,4.4,5.5,1.0,-2.7,2002-03
2855,Scot Pollard,SAC,4.5,4.6,0.3,15.1,2002-03
2856,Scott Padgett,UTA,5.7,3.3,1.0,1.9,2002-03
2857,Scott Williams,PHX,4.0,2.8,0.3,-4.8,2002-03
2858,Scottie Pippen,POR,10.8,4.3,4.5,8.2,2002-03
2859,Sean Lampley,MIA,4.8,2.4,0.9,-3.3,2002-03
2860,Sean Marks,MIA,2.3,1.5,0.1,-1.7,2002-03
2861,Sean Rooks,LAC,4.2,3.1,1.0,-10.7,2002-03
2862,Shammond Williams,DEN,8.0,2.2,3.4,-3.2,2002-03
2863,Shandon Anderson,NYK,8.4,3.1,1.1,-1.2,2002-03
2864,Sam Cassell,MIL,19.7,4.4,5.8,-1.2,2002-03
2865,Shane Battier,MEM,9.7,4.4,1.3,-2.2,2002-03
2866,Shareef Abdur-Rahim,ATL,19.9,8.4,3.0,-2.6,2002-03
2867,Shawn Bradley,DAL,6.7,5.9,0.7,10.0,2002-03
2868,Shawn Kemp,ORL,6.8,5.7,0.7,-2.3,2002-03
2869,Shawn Marion,PHX,21.2,9.5,2.4,0.8,2002-03
2870,Slava Medvedenko,LAL,4.4,2.4,0.3,-5.3,2002-03
2871,Smush Parker,CLE,6.2,1.8,2.5,-9.6,2002-03
2872,Soumaila Samake,LAL,1.7,1.8,0.3,-10.0,2002-03
2873,Speedy Claxton,SAS,5.8,1.9,2.5,1.7,2002-03
2874,Stacey Augmon,NOH,3.0,1.7,1.0,5.4,2002-03
2875,Stephen Jackson,SAS,11.8,3.6,2.3,5.2,2002-03
2876,Shaquille O'Neal,LAL,27.5,11.1,3.1,6.9,2002-03
2877,Ryan Humphrey,MEM,1.9,2.1,0.2,-5.6,2002-03
2878,Ryan Bowen,DEN,3.6,2.5,0.9,-3.8,2002-03
2879,Ruben Wolkowyski,BOS,0.7,0.1,0.1,-61.3,2002-03
2880,Rashard Lewis,SEA,18.1,6.5,1.7,-1.6,2002-03
2881,Rasho Nesterovic,MIN,11.2,6.5,1.5,2.3,2002-03
2882,Rasual Butler,MIA,7.5,2.6,1.3,-8.0,2002-03
2883,Ray Allen,SEA,22.5,5.0,4.4,2.6,2002-03
2884,Reggie Evans,SEA,3.2,6.6,0.5,-0.4,2002-03
2885,Reggie Miller,IND,12.6,2.5,2.4,3.7,2002-03
2886,Reggie Slater,MIN,3.1,1.2,0.2,0.6,2002-03
2887,Richard Hamilton,DET,19.7,3.9,2.5,3.2,2002-03
2888,Richard Jefferson,NJN,15.5,6.4,2.5,6.4,2002-03
2889,Rick Brunson,CHI,3.5,1.1,2.1,2.3,2002-03
2890,Rick Fox,LAL,9.0,4.3,3.3,2.8,2002-03
2891,Ricky Davis,CLE,20.6,4.9,5.5,-10.3,2002-03
2892,Robert Archibald,MEM,1.6,1.4,0.3,-7.2,2002-03
2893,Robert Horry,LAL,6.5,6.4,2.9,4.4,2002-03
2894,Robert Pack,NOH,5.2,1.8,2.9,-10.1,2002-03
2895,Robert Traylor,NOH,3.9,3.8,0.7,0.3,2002-03
2896,Rod Strickland,MIN,6.8,2.0,4.6,2.5,2002-03
2897,Rodney Rogers,NJN,7.0,3.9,1.6,2.7,2002-03
2898,Rodney White,DEN,9.0,3.0,1.7,-11.3,2002-03
2899,Roger Mason Jr.,CHI,1.8,0.7,0.7,-6.2,2002-03
2900,Ron Mercer,IND,7.7,2.1,1.6,2.0,2002-03
2901,Ruben Boumtje-Boumtje,POR,0.0,0.5,0.5,27.3,2002-03
2902,Ruben Patterson,POR,8.3,3.4,1.3,4.0,2002-03
2903,Stephon Marbury,PHX,22.3,3.2,8.1,1.5,2002-03
2904,Steve Francis,HOU,21.0,6.2,6.2,2.4,2002-03
2905,Steve Nash,DAL,17.8,2.9,7.3,10.3,2002-03
2906,Steven Hunter,ORL,3.9,2.8,0.2,3.1,2002-03
2907,Tyrone Hill,PHI,5.6,7.0,0.7,-7.3,2002-03
2908,Tyronn Lue,WAS,8.6,2.0,3.5,-0.9,2002-03
2909,Tyson Chandler,CHI,9.2,6.9,1.0,-8.6,2002-03
2910,Vin Baker,BOS,5.2,3.8,0.6,-2.2,2002-03
2911,Vince Carter,TOR,20.6,4.4,3.3,-1.2,2002-03
2912,Vincent Yarbrough,DEN,6.9,2.7,2.2,-7.6,2002-03
2913,Vitaly Potapenko,SEA,4.0,3.4,0.2,-6.4,2002-03
2914,Vlade Divac,SAC,9.9,7.2,3.4,9.5,2002-03
2915,Vladimir Radmanovic,SEA,10.1,4.5,1.3,4.7,2002-03
2916,Vladimir Stepania,MIA,5.6,7.0,0.3,-6.3,2002-03
2917,Voshon Lenard,TOR,14.3,3.4,2.3,-9.0,2002-03
2918,Wally Szczerbiak,MIN,17.6,4.6,2.6,4.2,2002-03
2919,Walt Williams,DAL,5.5,3.1,0.9,4.1,2002-03
2920,Walter McCarty,BOS,6.1,3.5,1.3,-0.3,2002-03
2921,Wang Zhi-zhi,LAC,4.4,1.9,0.2,-3.5,2002-03
2922,Wesley Person,MEM,11.0,2.9,1.7,-1.2,2002-03
2923,Yao Ming,HOU,13.5,8.2,1.7,2.2,2002-03
2924,Zach Randolph,POR,8.4,4.5,0.5,-4.0,2002-03
2925,Zeljko Rebraca,DET,6.6,3.1,0.3,5.5,2002-03
2926,Zendon Hamilton,TOR,2.0,1.3,0.0,2.8,2002-03
2927,Zydrunas Ilgauskas,CLE,17.2,7.5,1.6,-7.9,2002-03
2928,Aaron McKie,PHI,9.0,4.4,3.5,3.9,2002-03
2929,Jonathan Bender,IND,6.6,2.9,0.9,-1.0,2002-03
2930,Troy Murphy,GSW,11.7,10.2,1.3,-2.7,2002-03
2931,Randy Livingston,NOH,3.0,0.0,0.5,0.7,2002-03
2932,Troy Hudson,MIN,14.2,2.3,5.7,2.7,2002-03
2933,Tremaine Fowlkes,LAC,4.4,2.8,0.6,9.2,2002-03
2934,Steven Smith,SAS,6.8,1.9,1.3,1.9,2002-03
2935,Stromile Swift,MEM,9.7,5.7,0.7,-2.5,2002-03
2936,Tamar Slay,NJN,2.6,0.9,0.4,-0.8,2002-03
2937,Tariq Abdul-Wahad,DAL,4.1,2.9,1.5,8.5,2002-03
2938,Tayshaun Prince,DET,3.3,1.1,0.6,-3.8,2002-03
2939,Terence Morris,HOU,3.7,2.6,0.5,-4.3,2002-03
2940,Theo Ratliff,ATL,8.7,7.5,0.9,-0.7,2002-03
2941,Tierre Brown,CLE,4.3,2.0,2.6,3.3,2002-03
2942,Tim Duncan,SAS,23.3,12.9,3.9,9.1,2002-03
2943,Tim Hardaway,IND,4.9,1.5,2.4,15.5,2002-03
